{0,1,7,8,10,14,16}
{0,2,6,8,9,15,16}
{1,2,3,8,9,10,16}
{3,5,6,7,12,13,16}
{4,5,10,11,12,14,16}
{0,6,7,9,13,15,16}
{5,6,8,12,14,15,16}
{3,4,10,12,13,14,16}
{4,5,6,7,13,14,16}
{2,3,4,5,6,12,16}
{0,5,6,7,14,15,16}
{0,1,6,7,8,15,16}
{3,4,5,7,13,14,16}
{0,1,2,7,8,9,16}
{0,1,8,9,10,15,16}
{0,1,2,3,9,10,16}
{1,3,5,10,11,12,16}
{1,2,3,10,11,12,16}
{2,3,4,11,12,13,16}
{4,5,6,11,13,15,16}
{3,4,5,12,13,14,16}
{2,3,8,9,10,12,16}
{1,2,8,9,11,15,16}
{2,3,4,9,10,11,16}
{0,1,2,4,10,11,16}
{0,8,9,10,14,15,16}
{5,6,12,13,14,15,16}
{0,1,2,6,8,15,16}
{3,9,10,11,12,13,16}
{3,4,5,10,11,12,16}
{1,2,3,5,11,12,16}
{3,4,5,6,7,13,16}
{0,1,2,9,11,15,16}
{6,7,8,13,14,15,16}
{1,2,3,7,8,9,16}
{0,4,6,7,13,14,16}
{1,2,8,9,10,11,16}
{4,10,11,12,13,14,16}
{2,4,5,6,11,12,16}
{2,3,9,11,12,13,16}
{3,4,5,6,12,13,16}
{6,8,12,13,14,15,16}
{2,3,4,6,12,13,16}
{1,2,3,8,10,12,16}
{0,6,7,13,14,15,16}
{0,1,2,3,7,9,16}
{1,3,4,5,10,11,16}
{1,2,3,4,10,11,16}
{0,1,2,9,10,11,16}
{0,4,5,6,14,15,16}
{0,2,6,7,8,9,16}
{0,1,8,10,14,15,16}
{4,5,11,12,13,14,16}
{5,6,7,8,12,14,16}
{2,8,9,10,11,12,16}
{1,5,7,8,14,15,16}
{4,5,6,13,14,15,16}
{0,1,7,8,9,10,16}
{0,7,8,9,14,15,16}
{3,4,9,10,11,13,16}
{0,1,2,8,9,15,16}
{1,2,3,4,5,11,16}
{5,11,12,13,14,15,16}
{0,2,3,4,9,10,16}
{7,8,9,13,14,15,16}
{3,4,10,11,12,13,16}
{0,1,5,7,14,15,16}
{3,4,5,10,12,14,16}
{1,8,9,10,11,15,16}}
